ID Chamado,TÍTULO,CATEGORIA COMPLETA,,,
2020120205,GLAUCEMARIA RODRIGUES,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2020120214,Não acesso a módulo graduação,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2020120215,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2020120216,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020120217,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2020120218,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2020120219,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2020120226,Vazamento ar condicionado no laboratório de genética,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010001,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2021010002,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021010003,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2021010004,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021010005,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2021010008,Backup de Planilhas,TI / Dados / Rede > Coleta de dados,,,
2021010009,Lâmpada queimada,Elétrica > Iluminação,,,
2021010010,Extintor de incêndio,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010013,Bomba com vazamento,Hidrossanitária > Hidráulica,,,
2021010014,Ar Condicionado do laboratório com  vazamento.,Climatização > Ar condicionado,,,
2021010016,Manutenção em ar condicionado com defeito,Climatização > Ar condicionado,,,
2021010021,Tratamento químico mensal da água de condensação do ar condicionado central,Manutenção Preventiva > Ar condicionado central,,,
2021010023,Montagem de Focos Clínicos para Utilização,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010024,GLAUCEMARIA RODRIGUES,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010033,Ar Condicionado Não Está Gelando.,Climatização > Ar condicionado,,,
2021010035,Refletor em frente a portaria do CF.,Elétrica > Iluminação,,,
2021010040,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2021010041,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021010042,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2021010043,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021010044,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2021010045,Manutenção Semestral - Ar condicionado - CJA - CFCA/CEPLAC,Manutenção Preventiva > Ar condicionado split,,,
2021010046,Manutenção Semestral - Ar condicionado - CJA - Pav. Administrativo,Manutenção Preventiva > Ar condicionado split,,,
2021010047,Manutenção Semestral - Ar condicionado - CJA - Pav. de Serviços,Manutenção Preventiva > Ar condicionado split,,,
2021010048,Manutenção Semestral - Ar condicionado - CJA - Pav. de Aulas,Manutenção Preventiva > Ar condicionado split,,,
2021010049,Manutenção Semestral - Ar condicionado - CJA - Reitoria,Manutenção Preventiva > Ar condicionado split,,,
2021010050,Manutenção de ar-condicionado,Climatização > Ar condicionado,,,
2021010058,Iluminação externa do Centro de Formação,Elétrica > Iluminação,,,
2021010059,Revisão e manutenção preventiva dos aparelhos de ar condicionado das salas de aulas,Climatização > Ar condicionado,,,
2021010060,Verificação de aparelho de ar condicionado,Climatização > Ar condicionado,,,
2021010066,Substituição torneira,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010075,Lâmpadas Queimadas. Iluminação externa,Elétrica > Iluminação,,,
2021010076,Portico Serviços,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010086,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2021010087,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021010088,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2021010089,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021010090,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2021010091,Checagem do Circuito de Tomadas da Sala do Coordenador do Campus,Elétrica > Instalações elétricas,,,
2021010092,Banheiro masculino ambulatório,Hidrossanitária > Hidráulica,,,
2021010093,Solicitação de tomada,Elétrica > Instalações elétricas,,,
2021010094,Checagem do Ponto de Rede do AP das Ocas,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2021010099,Postes com Lâmpadas Queimadas,Elétrica > Iluminação,,,
2021010100,Iluminação banheiro PCD - CJA,Elétrica > Instalações elétricas,,,
2021010101,DEFEITO  em Descarga do mictório - banheiro masculino CJA,Hidrossanitária > Hidráulica,,,
2021010108,Serviços Cuni Eunápolis,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010109,Manutenção armário COPA,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010111,Portaria do Campus,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010115,GLAUCEMARIA RODRIGUES,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010116,Troca de fechadura,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010118,Inversão de abertura da porta,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2021010119,Instalação de tomadas na Clínica Escola de Medicina,Elétrica > Instalações elétricas,,,
2021010120,Instalação de trocador de fraldas em banheiro anexo à Clinica Escola de Medicina,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010122,Solicitação de Substituição de Porta,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2021010126,Verificação de lâmpadas áreas internas do Campus.,Elétrica > Instalações elétricas,,,
2021010127,Substituir Policarbonato pavilhão Administrativo.,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010128,Pintura pavilhão Administrativo,Estrutura Predial > Pintura,,,
2021010129,Revisão mictórios banheiros masculinos.,Manutenção Preventiva > Hidráulica,,,
2021010130,Telas para torre de resfriamento do Ar central. (Prevenção contra suje,Climatização > Ar condicionado central,,,
2021010131,2 Bóias para torre de resfriamento do Ar condicionado central.,Climatização > Ar condicionado central,,,
2021010132,Conexões para instalação da bóia na torre de resfriamento do Ar condic,Climatização > Ar condicionado central,,,
2021010133,Telas para o cobogó da parede da sala do Ar condicionado central (evit,Climatização > Ar condicionado central,,,
2021010136,Restauração de passeio,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010137,Instalação de componentes para Combate a Incêndio no Lab. Biologia Molecular,"Segurança contra Incêndio > Sistemas de combate a incêndio (extintores, hidrantes)",,,
2021010140,Instalação e verificação da baterias,Elétrica > Iluminação,,,
2021010145,Cobertura para Fosso da Escada do Portico,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010148,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2021010149,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021010150,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2021010151,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021010152,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2021010157,Banheiro Feminino IHAC,Hidrossanitária > Hidráulica,,,
2021010158,Porta Solta Banheiro Feminino,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010162,Refletor com Defeito,Elétrica > Iluminação,,,
2021010167,SUBSTITUIÇÃO/REPARO EM VENTILADOR DE TETO - VIGILANCIA,Elétrica > Instalações elétricas,,,
2021010169,"Prezados,  Solicito manutenção/troca de bateria dos nobreaks dos setor",Elétrica > Nobreak,,,
2021010184,Remoção integral dos aparelhos pra transporte para nova sede,Climatização > Ar condicionado,,,
2021010194,Ponto de Rede,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
2021010201,Retirada de Ar condicionados do canteiro de obras do Núcleo Pedagógico.,Climatização > Ar condicionado,,,
2021010203,"Prezados,  estou sem acesso ao meu email -glaucemaria.rodrigues@ufsb.e",Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010206,estou sem acesso ao meu email -glaucemaria.rodrigues@ufsb.edu.br e o s,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021010211,Cópia de chaves,Suprimentos / Apoio Técnico > Materiais,,,
2021010213,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2021010214,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021010215,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2021010216,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021010217,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2021010224,Drenagem Labnea,Hidrossanitária > Hidráulica,,,
2021020001,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Administrativo CPF,Manutenção Preventiva > Quadros Elétricos,,,
2021020002,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Administrativo CSC,Manutenção Preventiva > Quadros Elétricos,,,
2021020003,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Anexo de Aulas CPF,Manutenção Preventiva > Quadros Elétricos,,,
2021020004,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Aulas 1 CPF,Manutenção Preventiva > Quadros Elétricos,,,
2021020005,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Aulas 2 CPF,Manutenção Preventiva > Quadros Elétricos,,,
2021020006,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco de Serviços CSC,Manutenção Preventiva > Quadros Elétricos,,,
2021020007,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Bloco Docente CPF,Manutenção Preventiva > Quadros Elétricos,,,
2021020008,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - CFCTAf/Ceplac CJA,Manutenção Preventiva > Quadros Elétricos,,,
2021020009,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Complexo de Ocas CSC,Manutenção Preventiva > Quadros Elétricos,,,
2021020010,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Espaço de leitura CSC,Manutenção Preventiva > Quadros Elétricos,,,
2021020011,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Laboratório 1° Ciclo/CFS CPF,Manutenção Preventiva > Quadros Elétricos,,,
2021020012,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Laboratórios CSC,Manutenção Preventiva > Quadros Elétricos,,,
2021020013,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão Administrativo CJA,Manutenção Preventiva > Quadros Elétricos,,,
2021020014,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de aulas CJA,Manutenção Preventiva > Quadros Elétricos,,,
2021020015,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de Convenções CSC,Manutenção Preventiva > Quadros Elétricos,,,
2021020016,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de Feiras CSC,Manutenção Preventiva > Quadros Elétricos,,,
2021020017,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pavilhão de serviços CJA,Manutenção Preventiva > Quadros Elétricos,,,
2021020018,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Portaria CSC,Manutenção Preventiva > Quadros Elétricos,,,
2021020019,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Pórtico CSC,Manutenção Preventiva > Quadros Elétricos,,,
2021020020,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Quadra CPF,Manutenção Preventiva > Quadros Elétricos,,,
2021020021,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Reitoria CJA,Manutenção Preventiva > Quadros Elétricos,,,
2021020022,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Restaurante CSC,Manutenção Preventiva > Quadros Elétricos,,,
2021020023,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Subestação CJA,Manutenção Preventiva > Quadros Elétricos,,,
2021020024,Manutenção preventiva/Inspeção bimensal de Quadros Elétricos de BT - Subestação CSC,Manutenção Preventiva > Quadros Elétricos,,,
2021020026,Backup de Planilhas,TI / Dados / Rede > Coleta de dados,,,
2021020043,Bancada sob a pia da cozinha,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2021020045,Acesso ao SIG,Outros > Erro de chamado,,,
2021020047,Lâmpada Queimada,Elétrica > Iluminação,,,
2021020053,Solicito troca de fechadura na sala da Assistente Operacional do CUNI,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
2021020054,Solicito a mudança na disposição de pontos de energia e rede da Sala d,Elétrica > Instalações elétricas,,,
2021020055,Solicito a manutenção do cabo de energia de 2 televisores e remoção de,Elétrica > Instalações elétricas,,,
2021020056,Solicito remoção do Ventilador da Sala 05 e instalação na Sala da Assi,Elétrica > Instalações elétricas,,,
2021020070,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2021020071,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021020072,Manutenção preventiva semanal do gerador 55 kVA da Reitoria CJA,Manutenção Preventiva > Gerador,,,
2021020073,Manutenção preventiva semanal do gerador 155 kVA do CSC,Manutenção Preventiva > Gerador,,,
2021020074,Manutenção preventiva semanal do gerador 75 kVA do Núcleo Pedagógico CJA,Manutenção Preventiva > Gerador,,,
2021020084,Instalação de Ultrapurificador,Hidrossanitária > Hidráulica,,,
2021020091,Tratamento químico mensal da água de condensação do ar condicionado central,Manutenção Preventiva > Ar condicionado central,,,
2021020101,Solicito a execução do projeto de climatização existente para o labora,Climatização > Ar condicionado,,,
2021020102,Solicito que sejam verificadas as salas com vazamentos no telhado e a,Estrutura Predial > Infiltração,,,
2021020108,"Fornecer e instalar trocador, e trocar abertura de porta",Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
2021020139,Sala do Setor de Apoio Administrativo,Climatização > Ar condicionado,,,
2021020150,Manutenção semanal do gerador  de 55 kVA do CPF,Manutenção Preventiva > Gerador,,,
2021020151,Manutenção preventiva semanal do gerador 170 kVA do CSC,Manutenção Preventiva > Gerador,,,
