ID Chamado,TÍTULO,DATA E HORA ABERTURA,STATUS,,,,CAMPUS,,,,,CATEGORIA COMPLETA,,,,Valor do chamado,,,,Latitude x Longitude Geral,,DESCRIÇÃO GLPI,TÍTULO O.S.M.,DESCRIÇÃO O.S.M.,Classificação IA,,Avaliação (%),Executor,Criticidade Atribuída por IA
3398,"Prezado Rodrigo,  Conforme conversamos, favo realizar a instalação de",2016-04-11 11:11,Fechado,,,,Campus Jorge Amado,,,,,Projetos e Reformas > Reforma,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Prezado Rodrigo,

Conforme conversamos, favo realizar a instalação de persianas nas janelas das seguintes salas localizadas no Pavilhão Administrativo do Campus Jorge Amado - CJA:

- Sala do PSICOLOGO - 02 persianas
- Sala do Setor de INFRA - 03 persianas

Fico assim no aguardo de vosso pronunciamento, ao passo que me coloco a inteira disposição para maiores esclarecimentos.

Atte,

Emerson B. Moutinho",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.94,Reclass_LSTM,Baixa
3403,Solicitação de persiana para duas salas da Prosis. 1 próxima à mesa de,2016-04-11 14:45,Fechado,,,,Reitoria,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Solicitação de persiana para duas salas da Prosis. 1 próxima à mesa de Hanna e 1 próxima à mesa de Eva Daiane.
Grata,
Fabiana Costa",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.93,Reclass_LSTM,Baixa
3431,Problema com a fechadura,2016-04-13 10:28,Fechado,,,,Reitoria,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-14.788316740297745, -39.27483123836992",,O puxador da fechadura não está bem fixado e constantemente sai ao pulá-lo para fechar.,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,1,Reclass_LSTM,Baixa
3437,REPAROS E AJUSTES NA BIBLIOTECA UFSB,2016-04-13 15:18,Fechado,,,,Campus Jorge Amado,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-14.788316740297745, -39.27483123836992",,"NA DEPENDÊNCIA DO GALPÃO ESPECIFICAMENTE NA BIBLIOTECA SOLICITO reparos e ajustes nas portas de acesso e no balcão de atendimento externo com blindex tendo em vista garantir a segurança do setor. Solicito ampliação (altura) do blindex para que evite a facilidade do acesso aos alunos que eventualmente pulam o balcão, deixando uma altura de aproximadamente 15 a 18 centímetros. Segue anexo estrutura semelhante do IHAC para exemplificar.",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.9,Reclass_LSTM,Média
3441,Manutenção de Ar Condicionado,2016-04-13 15:53,Fechado,,,,Reitoria,,,,,Climatização > Ar condicionado split,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Solicito a abertura de ordem de serviço para a AB Engenharia constando os seguintes itens:

1. Desinstalação de 1 aparelho de ar condicionado de 48.000 Btus na Diretoria de Multimídia (PROTIC);

2. Instalação de 1 aparelho de ar condicionado de 18.000 Btus (inverter) na Sala dos Diretores (PROTIC).",,,Climatização > Ar condicionado,,0.98,Reclass_LSTM,Baixa
3446,Extensões,2016-04-13 18:43,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.770883343840165, -39.23605772449692",,"Prezado,

Solicitamos três extensões de 5m para processo de matrícula nos colégios universitários (Ibicaraí, Coaraci e Ilhéus) com dois pontos de energia para conectar impressora e notebook.

Grato,

Danilo",,,Elétrica > Instalações elétricas,,0.97,Reclass_LSTM,Baixa
3454,Tombo do CPU:   Trocar um quadro de lugar na sala.  Grato,2016-04-14 10:02,Fechado,,,,Reitoria,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Tombo do CPU:

Trocar um quadro de lugar na sala.

Grato",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.91,Reclass_LSTM,Baixa
3485,"Reparar tomada de Renata Maciel, apresentando mau contanto.",2016-04-18 10:20,Fechado,,,,Reitoria,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Reparar tomada de Renata Maciel, apresentando mau contanto.",,,Elétrica > Instalações elétricas,,0.95,Reclass_LSTM,Baixa
3503,Ar condicionado ligado direto,2016-04-18 14:30,Fechado,,,,Reitoria,,,,,Climatização > Ar condicionado split,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Prezados, informo que o ar condicionado recém ligado na sala de multimídia da Protic não está desligando o compressor automaticamente, como deveria. Logo, sua vida útil tende a diminuir. Para evitar maiores danos, solicitamos providências.",,,Climatização > Ar condicionado,,1,Reclass_LSTM,Baixa
3525,Tombo do CPU:   Instalar uma tomada para um servidor inciar os trabalh,2016-04-19 16:11,Fechado,,,,Reitoria,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Tombo do CPU:

Instalar uma tomada para um servidor inciar os trabalhos.

Grato,",,,Elétrica > Instalações elétricas,,0.98,Reclass_LSTM,Baixa
3526,Tombo do CPU:   Instalação de Televisão.,2016-04-19 16:19,Fechado,,,,Reitoria,,,,,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Tombo do CPU:

Instalação de Televisão.",,,Elétrica > Instalações elétricas,,0.79,Reclass_LSTM,Baixa
3555,Instalação de nobreak na sala dos servidores,2016-04-25 08:20,Fechado,,,,Reitoria,,,,,Elétrica > Nobreak,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Bom dia. Conforme ajustado pessoalmente, solicito a instalação dos nobreaks de 15kva na sala dos servidores.",,,Elétrica > Nobreak,,0.89,Reclass_LSTM,Baixa
3596,Solicitamos serviço de instalação de quadro branco na diretoria de ens,2016-04-26 13:46,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.788316740297745, -39.27483123836992",,Solicitamos serviço de instalação de quadro branco na diretoria de ensino aprendizagem na PROGEAC,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.95,Reclass_LSTM,Baixa
3610,Ajustes instalação elétrica,2016-04-27 10:23,Fechado,,,,Reitoria,,,,,Elétrica > Iluminação,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Tombo do CPU:
Conserto na tomada que está solta da parede e lâmpadas que não acendem.",,,Elétrica > Instalações elétricas,,0.93,Reclass_LSTM,Baixa
3615,Instalação de TV e Quadros na parede da PROGEAC,2016-04-27 14:25,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.788316740297745, -39.27483123836992",,Instalação de TV e Quadros na parede da PROGEAC,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.92,Reclass_LSTM,Baixa
3626,INSTALAÇÃO DE MEDIDOR DE ENERGIA ELÉTRICA,2016-04-28 09:01,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"De forma a regularizar o funcionamento da área do restaurante/cantina no campus Sosígenes Costa faz-se necessário dimensionar o consumo de energia mensal no espaço.
Portanto, solicito que seja instalado um medidor de energia neste local.
Como o referido espaço já será explorado durante a 68ª reunião anual do SBPC o medidor já deverá estar instalado, daí o caráter de urgência.

RESPOSTA:
Infelizmente não poderemos atender de imediato com esta solução pois no atual contrato da AB Eng. não contempla o fornecimento deste tipo de equipamento.
Sugiro que o calculo do consumo de energia seja feito por estimativa de consumo pelo calculo da carga instalada. Esta estimativa poderá ser feita pela DINFRA/Coord. de Manutenção desde que tenhamos as informações necessárias dos quantitativos de equipamentos com suas respectivas cargas e tempo de uso diário.
A medio e longo prazo poderemos fazer uma licitação ou dispensa.

--
João Ramos
Engenheiro Eletricista
Universidade Federal do Sul da Bahia
Diretoria de Infraestrutura/Coordenação de Manutenção
(73)3613-6924/(73)8861-9590",,,Elétrica > Instalações elétricas,,0.96,Reclass_LSTM,Baixa
3631,Remoção de quadro branco da DSAA para DEA.,2016-04-28 13:56,Fechado,,,,Campus Jorge Amado,,,,,Projetos e Reformas > Reforma,,,,0,,,,"-14.788316740297745, -39.27483123836992",,Remoção de quadro branco da DSAA para DEA.,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.87,Reclass_LSTM,Baixa
3676,Instalação de mais tomadas,2016-05-03 15:36,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.870897256276933, -39.594953067425706",,"No chamado nº2964, finalizaram solicitando mais informações sobre as novas tomadas para a sala.
Hoje temos 12 estudantes e 3 tomadas para carregar os notebooks, com a instalação dos ventiladores só restou 1 tomada. Eles ficam revezando o uso.",,,Elétrica > Instalações elétricas,,0.94,Reclass_LSTM,Baixa
3730,Instalação de Quadros Brancos nas dependencias da UFSB/CJA,2016-05-09 11:57,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Senhores,

Solicito a instalação de quadros brancos ( 04 quadros ) nas salas de professores localizados nos mezaninos do Pavilhão de aulas. Os referidos quadros já se encontram no local.

Atte,

Emerson Moutinho
Coordenação de Apoio Administrativo do Campus Jorge Amado",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.92,Reclass_LSTM,Baixa
3734,Substituição de 2 lâmpadas da sala do reitor.,2016-05-10 09:18,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Iluminação,,,,0,,,,"-14.77147998352185, -39.23434744042999",,Substituição de 2 lâmpadas da sala do reitor.,,,Elétrica > Iluminação,,1,Reclass_LSTM,Média
3796,Instalação de 2 pontos de elétrica adicionais na PROGEAC.,2016-05-16 09:12,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.788316740297745, -39.27483123836992",,Instalação de 2 pontos de elétrica adicionais na PROGEAC.,,,Elétrica > Instalações elétricas,,0.95,Reclass_LSTM,Baixa
3810,Peço a gentileza de colocação de persiana e conserto de uma outra na s,2016-05-16 16:40,Fechado,,,,Campus Jorge Amado,,,,,Suprimentos / Apoio Técnico > Materiais,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Peço a gentileza de colocação de persiana e conserto de uma outra na sala do pró-reitor.

Prezado Prof. Joel,
Nosso contrato de manutenção predial não contempla instalação e manutenção de persianas. As atuais foram instaladas pela Diretoria Administrativa/PROPA. Solicito por gentileza entrar em contato com eles para atendimento desta demanda.",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.87,Reclass_LSTM,Baixa
3827,Tombo do CPU:   Solicito instalação elétrica no antigo almoxarifado.,2016-05-18 09:29,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Tombo do CPU:

Solicito instalação elétrica no antigo almoxarifado.",,,Elétrica > Instalações elétricas,,0.98,Reclass_LSTM,Baixa
3841,MANUTENÇÃO,2016-05-19 14:00,Fechado,,,,Reitoria,,,,,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",,,,0,,,,"-14.788316740297745, -39.27483123836992",,INSTALAR TELEVISOR E VENTILADOR DE PAREDE NA SALA DE REUNIÕES NOVA AO LADO DA PROPA,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.95,Reclass_LSTM,Baixa
3843,MANUTENÇÃO ELETRICA DEPÓSITO PATRIMONIO,2016-05-19 15:38,Fechado,,,,Reitoria,,,,,Elétrica > Iluminação,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"SOLICITO DE V.Sª, COLOCAÇÃO DE LÂMPADAS E UM VENTILADOR DE TETO NO DEPOSITO DE ELETROELETRÔNICO DO SETOR DE PATRIMÔNIO E ALMOXARIFADO DO CAMPUS JORGE AMADO.",,,Elétrica > Iluminação,,0.99,Reclass_LSTM,Baixa
3850,Solicitação de pontos de energia,2016-05-20 15:52,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.78849697696189, -39.06143213079422",,"Prezados, venho através deste solicitar a instalação com uma certa urgência de pontos de energia, ventiladores e quadro branco grande nas novas salas dos Cuni de Coaraci, Ibicaraí e Ilhéus, para inicio das aulas no próximo dia 30/05. Segue em anexo o despacho do Coordenador de Apoio Administrativo do Campus Jorge Amado.",,,Elétrica > Instalações elétricas,,0.95,Reclass_LSTM,Baixa
3851,Troca das fechaduras,2016-05-20 16:07,Fechado,,,,Campus Jorge Amado,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-14.78849697696189, -39.06143213079422",,"Prezados, venho por meio desde solicitar a troca das 2 fechaduras de uma sala do Cuni de ilhéus. Segundo a Assistente Operacional a fechadura sempre esteve ruim e é aberta com uma faquinha, as portas é do material de divisória e a fechadura tipo tubular.",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.96,Reclass_LSTM,Baixa
3880,Solicito a instalação do quadro na sala de aula 03 do pavilhão da reit,2016-05-25 11:27,Fechado,,,,Reitoria,,,,,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Solicito a instalação do quadro na sala de aula 03 do pavilhão da reitoria, infelizmente recebemos a chave da sala na manhã de hoje.",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.83,Reclass_LSTM,Baixa
3897,"Tombo do CPU:   Prezados, A coordenação de campus enviará dois quadros",2016-05-30 14:06,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Tombo do CPU:

Prezados,
A coordenação de campus enviará dois quadros brancos para os cunis ( Ibicaraí e Coaraci ) no dia de hoje (30/05) às 15:00h. Solicitamos o envio da equipe de montagem.
Atenciosamente,",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.93,Reclass_LSTM,Baixa
3920,Cabo de Telefonia.,2016-05-31 11:19,Fechado,,,,Campus Sosígenes Costa,,,,,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,,0,,,,"-16.424307884397862, -39.136705238608734",,"Tombo do CPU:

Solicito a substituição do cabo telefônico que está partido da central de Porto Seguro com Urgência.",,,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,0.88,Reclass_LSTM,Média
3923,Reposição de lâmpada na sala da Diretoria de Assuntos Comunitários e E,2016-05-31 15:30,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Iluminação,,,,0,,,,"-14.788316740297745, -39.27483123836992",,Reposição de lâmpada na sala da Diretoria de Assuntos Comunitários e Estudantis.,,,Elétrica > Iluminação,,0.99,Reclass_LSTM,Baixa
3934,Tombo do CPU:   Solicitamos em caráter de urgência a instalação de 06,2016-06-01 14:13,Fechado,,,,Campus Paulo Freire,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-17.53335341230621, -39.72217542816204",,"Tombo do CPU:

Solicitamos em caráter de urgência a instalação de 06 luminárias e 08 pontos de tomadas duplas na sala de aula do Cuni, em Itamaraju, pois as existentes não funcionam e só existe 01.",,,Elétrica > Instalações elétricas,,0.93,Reclass_LSTM,Baixa
3938,Ar condicionado não não refrigera o suficiente e torna dificultosa permanência durante um longo período,2016-06-01 15:19,Fechado,,,,Campus Jorge Amado,,,,,Climatização > Ar condicionado split,,,,0,,,,"-14.770883343840165, -39.23605772449692",,"Localização: Sala dos professores, enfrente a SECAD no Pavilhão de Aulas

O ar não refrigera o suficiente e torna dificultosa permanência durante um longo período segundo informações dos professores.",,,Climatização > Ar condicionado,,1,Reclass_LSTM,Baixa
3948,Instalação de linha.,2016-06-02 07:56,Fechado,,,,Reitoria,,,,,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Solicito a instalação lógica do bloco da sala do servidor no prédio da Reitoria para outro bloco da Reitoria para linha telefonica na PROGEAC..
Obs.: As vias da tubulação do prédio obstruída.",,,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,0.93,Reclass_LSTM,Baixa
3958,Tombo do CPU: 947879 Um dos ventiladores instalados nesta terça na sal,2016-06-02 14:49,Fechado,,,,Campus Jorge Amado,,,,,Outros > Erro de chamado,,,,0,,,,"-14.639632364563067, -39.5550656837828",,Tombo do CPU: 947879 Um dos ventiladores instalados nesta terça na sala antiga parou de funcionar.,,,Climatização > Ar condicionado,,0.9,Reclass_LSTM,Baixa
3998,solicitamos pintura em paredes da PROGEAC,2016-06-06 16:07,Fechado,,,,Campus Jorge Amado,,,,,Projetos e Reformas > Reforma,,,,0,,,,"-14.788316740297745, -39.27483123836992",,solicitamos pintura em paredes da PROGEAC,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.79,Reclass_LSTM,Baixa
4002,Instalação do Extitor CO2 Estudio de Idiomas,2016-06-07 10:27,Fechado,,,,Campus Jorge Amado,,,,,"Segurança contra Incêndio > Sistemas de combate a incêndio (extintores, hidrantes)",,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Tombo do CPU:

Instalação do Extintor tipo BC - CO2 no Estúdio de Idiomas localizado no Campus Jorge Amado - Entrar em contato Com Servidora Rosangela.",,,"Segurança contra Incêndio > Sistemas de combate a incêndio (extintores, hidrantes)",,0.63,RF_Fallback_BAIXA_CONF,Baixa
4008,Mau cheiro constante no banheiro feminino do Campus Jorge Amado.,2016-06-07 14:06,Fechado,,,,Reitoria,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-14.788316740297745, -39.27483123836992",,Mau cheiro constante no banheiro feminino do Campus Jorge Amado.,,,Elétrica > Iluminação,,0.9,Reclass_LSTM,Baixa
4011,Instalar aparelho de ar condicionado na sala 3 da reitoria.,2016-06-07 14:37,Fechado,,,,Campus Jorge Amado,,,,,Climatização > Ar condicionado split,,,,0,,,,"-14.77147998352185, -39.23434744042999",,Instalar aparelho de ar condicionado na sala 3 da reitoria.,,,Climatização > Ar condicionado,,1,Reclass_LSTM,Baixa
4038,Solicito a revisão em tomadas no CUNI de Ilhéus.,2016-06-08 16:14,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.784588690412658, -39.04431728226902",,Solicito a revisão em tomadas no CUNI de Ilhéus.,,,Elétrica > Instalações elétricas,,0.91,Reclass_LSTM,Baixa
